species_id,common_name,scientific_name,category,feeding_source,feeding_confidence,feeding_uses_template,feeding_needs_review,feeding_review_reason,feeding_source_url,feeding_source_fields,housing_mode,housing_reason,housing_reason_shared_count,housing_only_category_reference,missing_species_specific_care
sp_0252,白金反游猫,Synodontis nigriventris var. White,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Synodontis+nigriventris+var.+White+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,yes
sp_0253,红纹一眉道人,Sahyadria denisonii var. Red Line,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Sahyadria+denisonii+var.+Red+Line+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0254,白金黑线飞狐,Crossocheilus langei var. Platinum,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Crossocheilus+langei+var.+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0255,大帆红衣梦幻旗,Hyphessobrycon sweglesi var. Longfin,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hyphessobrycon+sweglesi+var.+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0256,红眼白子黑裙鱼,Gymnocorymbus ternetzi var. Albino Red Eye,灯科鱼,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+Albino+Red+Eye+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0257,黄金斑马异型 (L134改良),Peckoltia compta var. Gold,鲶鱼/异型,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Peckoltia+compta+var.+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0258,糖果KOI斗鱼,Betta splendens var. Koi,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+betta_feeding_template,0.84,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Betta+splendens+var.+Koi+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,yes
sp_0259,半月斗鱼 (蓝蝴蝶),Betta splendens var. Halfmoon,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+betta_feeding_template,0.84,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Betta+splendens+var.+Halfmoon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,yes
sp_0260,狮王斗鱼 (红黑),Betta splendens var. Crowntail,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+betta_feeding_template,0.84,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Betta+splendens+var.+Crowntail+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,yes
sp_0261,大耳半月斗鱼,Betta splendens var. Dumbo Halfmoon,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+betta_feeding_template,0.84,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Betta+splendens+var.+Dumbo+Halfmoon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,yes
sp_0262,将军斗鱼 (蓝龙),Betta splendens var. Dragon,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+betta_feeding_template,0.84,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Betta+splendens+var.+Dragon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,yes
sp_0263,雪中红慈鲷,Maylandia estherae var. Albino,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Maylandia+estherae+var.+Albino+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0264,白金阿里慈鲷,Sciaenochromis fryeri var. White,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Sciaenochromis+fryeri+var.+White+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0265,血中红慈鲷,Nimbochromis livingstonii var.,慈鲷/斗鱼,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Nimbochromis+livingstonii+var.+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0266,黄金珍珠虎 (改良),Altolamprologus calvus var. Gold,海水鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Altolamprologus+calvus+var.+Gold+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,no
sp_0267,红头珍珠马甲,Trichopodus leerii var. Red Head,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Trichopodus+leerii+var.+Red+Head+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,yes
sp_0268,球形蓝曼龙,Trichopodus trichopterus var. Blue Balloon,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Trichopodus+trichopterus+var.+Blue+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,yes
sp_0269,球形金曼龙,Trichopodus trichopterus var. Gold Balloon,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Trichopodus+trichopterus+var.+Gold+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,yes
sp_0270,白子红眼关刀,Geophagus surinamensis var. Albino,慈鲷/斗鱼,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Geophagus+surinamensis+var.+Albino+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0271,白子红宝石,Hemichromis bimaculatus var. Albino,硬景/底床,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hemichromis+bimaculatus+var.+Albino+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0272,长鳍神仙 (黑),Pterophyllum scalare var. Black Longfin,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Pterophyllum+scalare+var.+Black+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0273,血钻短鲷,Apistogramma cacatuoides var. Super Red,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Apistogramma+cacatuoides+var.+Super+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0274,黄金米虾 (极品),Neocaridina davidi var. Neon Gold,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Neocaridina+davidi+var.+Neon+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0275,血丝米虾,Neocaridina davidi var. Rili,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Neocaridina+davidi+var.+Rili+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0276,蓝钻米虾,Neocaridina davidi var. Deep Blue,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Neocaridina+davidi+var.+Deep+Blue+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0277,红白水晶虾 (S级),Caridina cantonensis var. S-Class,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Caridina+cantonensis+var.+S-Class+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0278,黑金刚水晶虾,Caridina cantonensis var. Black King Kong,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Caridina+cantonensis+var.+Black+King+Kong+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0279,黄金背蓝丝绒虾,Neocaridina davidi var. Blue Gold Back,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Neocaridina+davidi+var.+Blue+Gold+Back+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0280,黄金胡子 (长鳍),Ancistrus sp. Gold Longfin,鲶鱼/异型,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Ancistrus+sp.+Gold+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0281,白金胡子 (大帆),Ancistrus sp. White Longfin,鲶鱼/异型,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Ancistrus+sp.+White+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0282,黄金达摩 (改良),Parancistrus aurantiacus var. Gold,鲶鱼/异型,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Parancistrus+aurantiacus+var.+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0283,血红龙,Scleropages formosus var. Super Red,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Scleropages+formosus+var.+Super+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0284,白金龙鱼,Scleropages formosus var. Silver Platinum,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Scleropages+formosus+var.+Silver+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0285,黄金眼镜蛇雷龙 (改良),Channa aurantimaculata var. Gold,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+aurantimaculata+var.+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0286,幻彩蓝雷龙 (改良),Channa andrao var. Super Blue,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+andrao+var.+Super+Blue+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0287,球形红鼻灯,Hemigrammus bleheri var. Balloon,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hemigrammus+bleheri+var.+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0288,白金黑裙鱼 (长鳍),Gymnocorymbus ternetzi var. Platinum Longfin,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+Platinum+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0289,荧光红斑马,Danio rerio var. Glo Red,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Danio+rerio+var.+Glo+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,yes
sp_0290,荧光绿斑马,Danio rerio var. Glo Green,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Danio+rerio+var.+Glo+Green+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,yes
sp_0291,荧光橙斑马,Danio rerio var. Glo Orange,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Danio+rerio+var.+Glo+Orange+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,yes
sp_0292,球形金玛丽,Poecilia latipinna var. Gold Balloon,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Poecilia+latipinna+var.+Gold+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0293,球形黑玛丽,Poecilia sphenops var. Black Balloon,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Poecilia+sphenops+var.+Black+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0294,红眼白子红裙 (球形),Gymnocorymbus ternetzi var. Albino Balloon,灯科鱼,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+Albino+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0295,长鳍电光美人,Melanotaenia praecox var. Longfin,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Melanotaenia+praecox+var.+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,yes
sp_0296,红利鱼 (改良),Lutjanus kasmira var.,海水鱼,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Lutjanus+kasmira+var.+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0297,黄金草莓鱼 (海水),Pseudochromis sp. Gold,海水鱼,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Pseudochromis+sp.+Gold+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0298,迷你矮珍珠,Hemianthus callitrichoides,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Hemianthus+callitrichoides+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0299,牛毛毡,Eleocharis acicularis,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Eleocharis+acicularis+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0300,挖耳草,Utricularia graminifolia,水草,rule_fallback,0.75,yes,yes,未匹配到物种专属喂养资料，当前仅提供类别通用参考,,,适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,yes
sp_0301,辣椒榕 (蓝调),Bucephalandra sp. Blue,水草,aquapedia_master_v2.csv+rules+local_note_extraction,0.84,no,no,,https://www.google.com/search?q=Bucephalandra+sp.+Blue+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0302,迷你水榕,Anubias barteri var. nana 'Petite',水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Anubias+barteri+var.+nana+%27Petite%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0303,红宫廷,Rotala rotundifolia 'Red',鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Rotala+rotundifolia+%27Red%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0304,绿宫廷,Rotala rotundifolia 'Green',鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Rotala+rotundifolia+%27Green%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0305,铁皇冠,Microsorum pteropus,鱼类,rule_fallback,0.74,yes,yes,未匹配到物种专属喂养资料，当前仅提供类别通用参考,,,谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,yes
sp_0306,黑木蕨,Bolbitis heudelotii,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Bolbitis+heudelotii+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0307,三角莫斯,Vesicularia dubyana,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Vesicularia+dubyana+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0308,凤尾藓,Fissidens fontanus,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Fissidens+fontanus+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0309,绿温蒂椒草,Cryptocoryne wendtii 'Green',水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Cryptocoryne+wendtii+%27Green%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0310,大叶皇冠,Echinodorus amazonicus,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Echinodorus+amazonicus+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0311,圆心萍,Limnobium laevigatum,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Limnobium+laevigatum+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0312,红荷根,Nymphaea lotus,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Nymphaea+lotus+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0313,蜈蚣草,Egeria densa,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Egeria+densa+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0314,南美叉柱花,Staurogyne repens,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Staurogyne+repens+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0315,红太阴,Ludwigia inclinata var. verticillata,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Ludwigia+inclinata+var.+verticillata+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0316,绿羽毛,Myriophyllum aquaticum,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Myriophyllum+aquaticum+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0317,大蜻蜓椒草,Cryptocoryne aponogetifolia,水草,rule_fallback,0.75,yes,yes,未匹配到物种专属喂养资料，当前仅提供类别通用参考,,,适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,yes
